SMILES,Molecule Name,Molecular Formula,Bond Information,Functional Groups,Atom Information,Symmetry,Planarity,Molecular weight,PiPi Stacking Potential,Energetics,ESP,oxygen_balance,Heat of formation,NO2 Count,NH2 Count,H Count
C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,C12H11ClN2O5S,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 10-16 (SINGLE), 16-17 (DOUBLE), 16-18 (DOUBLE), 16-19 (SINGLE), 9-20 (SINGLE), 4-0 (AROMATIC), 12-7 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: C, 4: C, 5: C, 6: N, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: O, 15: O, 16: S, 17: O, 18: O, 19: N, 20: Cl",Non-symmetric,Planar,330.749,661.498,No,1.66533453693773E-16,-75.8124741117887,1219,0,1,0
CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,C12H13ClN4,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 6-8 (SINGLE), 4-9 (SINGLE), 3-10 (SINGLE), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 13-16 (SINGLE), 7-2 (AROMATIC), 15-10 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: N, 6: C, 7: N, 8: N, 9: N, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: Cl",Non-symmetric,Planar,248.717,497.434,No,-5.55111512312578E-17,-100,1888,0,2,0
CN(CC(=O)O)C(=S)C1=CC=CC2=C1C=CC(=C2C(F)(F)F)OC,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,C16H14F3NO3S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (DOUBLE), 3-5 (SINGLE), 1-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (SINGLE), 18-19 (SINGLE), 18-20 (SINGLE), 18-21 (SINGLE), 16-22 (SINGLE), 22-23 (SINGLE), 13-8 (AROMATIC), 17-12 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: O, 5: O, 6: C, 7: S, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: F, 20: F, 21: F, 22: O, 23: C",Non-symmetric,Planar,357.353,714.706,No,8.32667268468867E-17,-86.5679034456126,747,0,0,0
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,C20H28O2,"0-1 (SINGLE), 1-2 (DOUBLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 3-7 (SINGLE), 3-8 (SINGLE), 2-9 (SINGLE), 9-10 (DOUBLE), 10-11 (SINGLE), 11-12 (DOUBLE), 12-13 (SINGLE), 13-14 (DOUBLE), 14-15 (SINGLE), 15-16 (DOUBLE), 16-17 (SINGLE), 17-18 (DOUBLE), 17-19 (SINGLE), 15-20 (SINGLE), 11-21 (SINGLE), 6-1 (SINGLE)","Alkane, Alkene","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: O, 19: O, 20: C, 21: C",Non-symmetric,Non-Planar,300.442,300.442,No,2.84494650060196E-16,-89.3490257687008,0,0,0,0
CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,C17H18F3NO,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 4-11 (SINGLE), 11-12 (SINGLE), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 15-18 (SINGLE), 18-19 (SINGLE), 18-20 (SINGLE), 18-21 (SINGLE), 10-5 (AROMATIC), 17-12 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: C, 11: O, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: F, 20: F, 21: F",Non-symmetric,Planar,309.331,618.662,No,-5.55111512312578E-17,-94.8275471905499,472,0,0,0
CN1CCN(CC1)C2=NC3=C(C=CC(=C3)Cl)NC4=CC=CC=C42,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,C18H19ClN4,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 4-7 (SINGLE), 7-8 (DOUBLE), 8-9 (SINGLE), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 13-15 (SINGLE), 10-16 (SINGLE), 16-17 (SINGLE), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (AROMATIC), 6-1 (SINGLE), 22-7 (SINGLE), 14-9 (AROMATIC), 22-17 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: N, 5: C, 6: C, 7: C, 8: N, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: Cl, 16: N, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C",Non-symmetric,Non-Planar,326.831,1307.324,No,4.16333634234434E-17,-100,1888,0,0,0
CC1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCC(=O)O)C3=CC=CC=C3,CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,C18H14Cl2O4,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (SINGLE), 9-10 (DOUBLE), 7-11 (SINGLE), 6-12 (SINGLE), 5-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (DOUBLE), 15-17 (SINGLE), 1-18 (SINGLE), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (AROMATIC), 22-23 (AROMATIC), 9-1 (SINGLE), 8-3 (AROMATIC), 23-18 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: O, 11: Cl, 12: Cl, 13: O, 14: C, 15: C, 16: O, 17: O, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C",Non-symmetric,Non-Planar,365.212,1095.636,No,-2.35922392732846E-16,-82.4759317875645,0,0,0,0
CC(=C)[C@H]1CC2=C(O1)C=CC3=C2O[C@@H]4COC5=CC(=C(C=C5[C@@H]4C3=O)OC)OC,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,C23H22O6,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (SINGLE), 6-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 20-21 (AROMATIC), 21-22 (SINGLE), 22-23 (SINGLE), 23-24 (DOUBLE), 19-25 (SINGLE), 25-26 (SINGLE), 18-27 (SINGLE), 27-28 (SINGLE), 7-3 (SINGLE), 11-5 (AROMATIC), 23-10 (SINGLE), 22-13 (SINGLE), 21-16 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: O, 8: C, 9: C, 10: C, 11: C, 12: O, 13: C, 14: C, 15: O, 16: C, 17: C, 18: C, 19: C, 20: C, 21: C, 22: C, 23: C, 24: O, 25: O, 26: C, 27: O, 28: C",Non-symmetric,Non-Planar,394.423,1972.115,No,4.16333634234434E-16,-75.660648593008,0,0,0,0
C1=CSC(=C1)C(=O)C2=C(C(=C(C=C2)OCC(=O)O)Cl)Cl,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,C13H8Cl2O4S,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 3-5 (SINGLE), 5-6 (DOUBLE), 5-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 10-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (DOUBLE), 15-17 (SINGLE), 9-18 (SINGLE), 8-19 (SINGLE), 4-0 (AROMATIC), 12-7 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: S, 3: C, 4: C, 5: C, 6: O, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: O, 14: C, 15: C, 16: O, 17: O, 18: Cl, 19: Cl",Non-symmetric,Planar,331.176,662.352,No,2.22044604925031E-16,-80.674928134889,275,0,0,0
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,C15H22O3,"0-1 (SINGLE), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 4-7 (SINGLE), 3-8 (SINGLE), 8-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 12-14 (SINGLE), 12-15 (SINGLE), 15-16 (DOUBLE), 15-17 (SINGLE), 6-1 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: O, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: O, 17: O",Non-symmetric,Planar,250.338,250.338,No,3.88578058618805E-16,-80.8259233516286,0,0,0,0
CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,C13H16N2O2,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 12-15 (SINGLE), 15-16 (SINGLE), 10-6 (AROMATIC), 14-9 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: N, 4: C, 5: C, 6: C, 7: C, 8: N, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: O, 16: C",Non-symmetric,Planar,232.283,464.566,No,2.4980018054066E-16,-86.2237012609618,944,0,0,0
C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,C21H31N5O2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 3-5 (SINGLE), 5-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (SINGLE), 9-10 (DOUBLE), 9-11 (SINGLE), 8-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (SINGLE), 18-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 19-22 (SINGLE), 22-23 (AROMATIC), 23-24 (AROMATIC), 24-25 (AROMATIC), 25-26 (AROMATIC), 26-27 (AROMATIC), 4-0 (SINGLE), 11-3 (SINGLE), 21-16 (SINGLE), 27-22 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: O, 8: N, 9: C, 10: O, 11: C, 12: C, 13: C, 14: C, 15: C, 16: N, 17: C, 18: C, 19: N, 20: C, 21: C, 22: C, 23: N, 24: C, 25: C, 26: C, 27: N",Non-symmetric,Non-Planar,385.512,1542.048,No,-7.35522753814166E-16,-91.6993504741746,2360,0,0,0
C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,C10H13NO4,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 6-9 (SINGLE), 5-10 (SINGLE), 1-11 (SINGLE), 11-12 (DOUBLE), 11-13 (SINGLE), 1-14 (SINGLE), 8-3 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: C, 9: O, 10: O, 11: C, 12: O, 13: O, 14: N",Non-symmetric,Planar,211.217,211.217,No,-4.9960036108132E-16,-69.6994086650222,472,0,1,0
C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CCCN=C(N)N)/C=C/C(=C/[C@H](C)[C@H](CC2=CC=CC=C2)OC)/C,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C,C49H74N10O12,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (DOUBLE), 4-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 8-9 (DOUBLE), 8-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (DOUBLE), 13-15 (SINGLE), 15-16 (SINGLE), 16-17 (SINGLE), 17-18 (DOUBLE), 17-19 (SINGLE), 19-20 (SINGLE), 20-21 (SINGLE), 21-22 (DOUBLE), 21-23 (SINGLE), 23-24 (DOUBLE), 23-25 (SINGLE), 25-26 (SINGLE), 26-27 (DOUBLE), 26-28 (SINGLE), 28-29 (SINGLE), 29-30 (SINGLE), 30-31 (SINGLE), 31-32 (SINGLE), 32-33 (DOUBLE), 30-34 (SINGLE), 34-35 (DOUBLE), 34-36 (SINGLE), 25-37 (SINGLE), 19-38 (SINGLE), 15-39 (SINGLE), 39-40 (SINGLE), 40-41 (SINGLE), 40-42 (SINGLE), 11-43 (SINGLE), 43-44 (DOUBLE), 43-45 (SINGLE), 10-46 (SINGLE), 6-47 (SINGLE), 47-48 (SINGLE), 48-49 (SINGLE), 49-50 (SINGLE), 50-51 (DOUBLE), 51-52 (SINGLE), 51-53 (SINGLE), 2-54 (SINGLE), 54-55 (DOUBLE), 55-56 (SINGLE), 56-57 (DOUBLE), 57-58 (SINGLE), 58-59 (SINGLE), 58-60 (SINGLE), 60-61 (SINGLE), 61-62 (SINGLE), 62-63 (AROMATIC), 63-64 (AROMATIC), 64-65 (AROMATIC), 65-66 (AROMATIC), 66-67 (AROMATIC), 60-68 (SINGLE), 68-69 (SINGLE), 56-70 (SINGLE), 32-1 (SINGLE), 67-62 (AROMATIC)","Alkane, Alkene, Aromatic","0: C, 1: C, 2: C, 3: N, 4: C, 5: O, 6: C, 7: N, 8: C, 9: O, 10: C, 11: C, 12: N, 13: C, 14: O, 15: C, 16: N, 17: C, 18: O, 19: C, 20: N, 21: C, 22: O, 23: C, 24: C, 25: N, 26: C, 27: O, 28: C, 29: C, 30: C, 31: N, 32: C, 33: O, 34: C, 35: O, 36: O, 37: C, 38: C, 39: C, 40: C, 41: C, 42: C, 43: C, 44: O, 45: O, 46: C, 47: C, 48: C, 49: C, 50: N, 51: C, 52: N, 53: N, 54: C, 55: C, 56: C, 57: C, 58: C, 59: C, 60: C, 61: C, 62: C, 63: C, 64: C, 65: C, 66: C, 67: C, 68: O, 69: C, 70: C",Non-symmetric,Non-Planar,995.189,1990.378,No,1.14491749414469E-15,-80.7071822538231,4720,0,2,0
C1=CC(=C(C=C1CCN)O)O,NCCc1ccc(O)c(O)c1,C8H11NO2,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (SINGLE), 3-9 (SINGLE), 2-10 (SINGLE), 5-0 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: C, 7: C, 8: N, 9: O, 10: O",Non-symmetric,Planar,153.181,153.181,No,2.22044604925031E-16,-79.109680704526,472,0,1,0
C(=O)(N)NO,NC(=O)NO,CH4N2O2,"0-1 (DOUBLE), 0-2 (SINGLE), 0-3 (SINGLE), 3-4 (SINGLE)",,"0: C, 1: O, 2: N, 3: N, 4: O",Non-symmetric,Planar,76.055,0,No,1.94289029309402E-16,-57.9251857208599,944,0,1,0
C1=CN=CC=C1C(=O)NN,NNC(=O)c1ccncc1,C6H7N3O,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 5-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (SINGLE), 5-0 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: C, 6: C, 7: O, 8: N, 9: N",Non-symmetric,Planar,137.142,137.142,No,-5.55111512312578E-17,-88.3332604162109,1416,0,1,0
CC(=O)NC1=CC(=CC=C1)O,CC(=O)Nc1cccc(O)c1,C8H9NO2,"0-1 (SINGLE), 1-2 (DOUBLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (AROMATIC), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 6-10 (SINGLE), 9-4 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: O, 3: N, 4: C, 5: C, 6: C, 7: C, 8: C, 9: C, 10: O",Non-symmetric,Planar,151.165,151.165,No,1.66533453693773E-16,-78.8310786226971,472,0,0,0
COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CS3,COC(=O)Nc1nc2ccc(C(=O)c3cccs3)cc2[nH]1,C14H11N3O3S,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (DOUBLE), 2-4 (SINGLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 8-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 11-14 (SINGLE), 14-15 (DOUBLE), 14-16 (SINGLE), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-20 (AROMATIC), 9-5 (AROMATIC), 13-7 (AROMATIC), 20-16 (AROMATIC)","Alkane, Aromatic","0: C, 1: O, 2: C, 3: O, 4: N, 5: C, 6: N, 7: C, 8: C, 9: N, 10: C, 11: C, 12: C, 13: C, 14: C, 15: O, 16: C, 17: C, 18: C, 19: C, 20: S",Non-symmetric,Planar,301.327,903.981,No,3.05311331771918E-16,-84.0704616579331,1691,0,0,0
CN(C)/N=N/C1=C(NC=N1)C(=O)N,CN(C)/N=N/c1nc[nH]c1C(N)=O,C6H10N6O,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (DOUBLE), 4-5 (SINGLE), 5-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 6-10 (SINGLE), 10-11 (DOUBLE), 10-12 (SINGLE), 9-5 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: N, 4: N, 5: C, 6: C, 7: N, 8: C, 9: N, 10: C, 11: O, 12: N",Non-symmetric,Planar,182.187,182.187,No,2.22044604925031E-16,-91.2178146629562,2832,0,1,0
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C10H13N5O4,"0-1 (AROMATIC), 1-2 (AROMATIC), 2-3 (AROMATIC), 3-4 (AROMATIC), 4-5 (AROMATIC), 4-6 (AROMATIC), 6-7 (AROMATIC), 7-8 (AROMATIC), 6-9 (SINGLE), 9-10 (SINGLE), 10-11 (SINGLE), 11-12 (SINGLE), 12-13 (SINGLE), 12-14 (SINGLE), 14-15 (SINGLE), 11-16 (SINGLE), 10-17 (SINGLE), 2-18 (SINGLE), 5-0 (AROMATIC), 8-3 (AROMATIC), 13-9 (SINGLE)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: N, 6: N, 7: C, 8: N, 9: C, 10: C, 11: C, 12: C, 13: O, 14: C, 15: O, 16: O, 17: O, 18: N",Non-symmetric,Non-Planar,267.245,801.735,No,1.11022302462516E-16,-76.0519373608487,2360,0,1,0
CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)Cl,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,C17H19ClN2S,"0-1 (SINGLE), 1-2 (SINGLE), 1-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (SINGLE), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 17-20 (SINGLE), 15-6 (SINGLE), 12-7 (AROMATIC), 19-14 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: C, 6: N, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: S, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C, 20: Cl",Non-symmetric,Planar,318.873,956.619,No,4.30211422042248E-16,-100,1219,0,0,0
CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,CNCCCN1c2ccccc2CCc2ccccc21,C18H22N2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (SINGLE), 6-7 (AROMATIC), 7-8 (AROMATIC), 8-9 (AROMATIC), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (SINGLE), 12-13 (SINGLE), 13-14 (SINGLE), 14-15 (AROMATIC), 15-16 (AROMATIC), 16-17 (AROMATIC), 17-18 (AROMATIC), 18-19 (AROMATIC), 19-5 (SINGLE), 11-6 (AROMATIC), 19-14 (AROMATIC)","Alkane, Aromatic","0: C, 1: N, 2: C, 3: C, 4: C, 5: N, 6: C, 7: C, 8: C, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C, 17: C, 18: C, 19: C",Non-symmetric,Non-Planar,266.388,799.164,No,9.71445146547012E-17,-100,944,0,0,0
CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,C13H16N2O2,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 4-5 (SINGLE), 5-6 (DOUBLE), 5-7 (SINGLE), 7-8 (SINGLE), 8-9 (DOUBLE), 2-10 (SINGLE), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (AROMATIC), 13-16 (SINGLE), 8-2 (SINGLE), 15-10 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: C, 3: C, 4: C, 5: C, 6: O, 7: N, 8: C, 9: O, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: N",Non-symmetric,Non-Planar,232.283,464.566,No,1.66533453693773E-16,-86.2237012609618,944,0,1,0
CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,CCN(CC)CC(=O)Nc1c(C)cccc1C,C14H22N2O,"0-1 (SINGLE), 1-2 (SINGLE), 2-3 (SINGLE), 3-4 (SINGLE), 2-5 (SINGLE), 5-6 (SINGLE), 6-7 (DOUBLE), 6-8 (SINGLE), 8-9 (SINGLE), 9-10 (AROMATIC), 10-11 (AROMATIC), 11-12 (AROMATIC), 12-13 (AROMATIC), 13-14 (AROMATIC), 14-15 (SINGLE), 10-16 (SINGLE), 14-9 (AROMATIC)","Alkane, Aromatic","0: C, 1: C, 2: N, 3: C, 4: C, 5: C, 6: C, 7: O, 8: N, 9: C, 10: C, 11: C, 12: C, 13: C, 14: C, 15: C, 16: C",Non-symmetric,Planar,234.343,234.343,No,-2.28983498828939E-16,-93.1724011385021,944,0,0,0
